Date,open,high,low,close,volume,dividends,stock splits,macd,macdsignal,macdhist,RSI,MOM,slowk,slowd
2019-05-09 00:00:00-04:00,16.133333206176758,16.245332717895508,15.795999526977539,16.131999969482422,100671000,0.0,0.0,,,,,,,
2019-05-10 00:00:00-04:00,15.983332633972168,16.132667541503906,15.73466682434082,15.968000411987305,105124500,0.0,0.0,,,,,,,
2019-05-13 00:00:00-04:00,15.46733283996582,15.498000144958496,14.966667175292969,15.133999824523926,162522000,0.0,0.0,,,,,,,
2019-05-14 00:00:00-04:00,15.286666870117188,15.633333206176758,15.199999809265137,15.487333297729492,108786000,0.0,0.0,,,,,,,
2019-05-15 00:00:00-04:00,15.288000106811523,15.496000289916992,15.016667366027832,15.463333129882812,109440000,0.0,0.0,,,,,,,
2019-05-16 00:00:00-04:00,15.299332618713379,15.399999618530273,15.100000381469727,15.222000122070312,112249500,0.0,0.0,,,,,,,
2019-05-17 00:00:00-04:00,14.797332763671875,14.815999984741211,13.928000450134277,14.0686674118042,266800500,0.0,0.0,,,,,,,
2019-05-20 00:00:00-04:00,13.520000457763672,13.733332633972168,13.016667366027832,13.690667152404785,307893000,0.0,0.0,,,,,,,
2019-05-21 00:00:00-04:00,13.184000015258789,13.826666831970215,13.06933307647705,13.67199993133545,270058500,0.0,0.0,,,,,,20.146141164481662,20.59250963887502
2019-05-22 00:00:00-04:00,13.273332595825195,13.595999717712402,12.785332679748535,12.84866714477539,280278000,0.0,0.0,,,,,,18.20401608114193,18.995030317314633
2019-05-23 00:00:00-04:00,12.956000328063965,13.29800033569336,12.414667129516602,13.03266716003418,398206500,0.0,0.0,,,,,-3.099332809448242,18.196598423426654,18.848918556350082
2019-05-24 00:00:00-04:00,13.321999549865723,13.331999778747559,12.583333015441895,12.708666801452637,212049000,0.0,0.0,,,,,-3.259333610534668,16.326498755290828,17.575704419953137
2019-05-28 00:00:00-04:00,12.74666690826416,13.0,12.523332595825195,12.579999923706055,154693500,0.0,0.0,,,,,-2.553999900817871,19.422114516695533,17.981737231804335
2019-05-29 00:00:00-04:00,12.473333358764648,12.826000213623047,12.336000442504883,12.657333374023438,179529000,0.0,0.0,,,,,-2.8299999237060547,19.344421016721572,18.364344762902643
2019-05-30 00:00:00-04:00,12.583333015441895,12.817333221435547,12.468000411987305,12.54800033569336,118897500,0.0,0.0,,,,12.770088283556689,-2.915332794189453,19.498965391523967,19.421833641647023
2019-05-31 00:00:00-04:00,12.34000015258789,12.661333084106445,12.273332595825195,12.343999862670898,156100500,0.0,0.0,,,,12.212670839943506,-2.878000259399414,17.82096290493029,18.888116437725277
2019-06-03 00:00:00-04:00,12.36733341217041,12.445332527160645,11.799332618713379,11.9313325881958,195966000,0.0,0.0,,,,11.152195512907904,-2.1373348236083984,12.984714543072363,16.768214279842205
2019-06-04 00:00:00-04:00,12.073332786560059,12.932000160217285,11.973999977111816,12.90666675567627,207112500,0.0,0.0,,,,27.234659114707068,-0.7840003967285156,38.47746175880582,23.094379735602825
2019-06-05 00:00:00-04:00,13.245332717895508,13.41866683959961,12.789999961853027,13.105999946594238,202662000,0.0,0.0,,,,30.022544327841498,-0.5659999847412109,63.149636041380006,38.20393744775273
2019-06-06 00:00:00-04:00,13.629332542419434,14.066666603088379,13.453332901000977,13.729999542236328,303633000,0.0,0.0,,,,38.027169904102024,0.8813323974609375,87.8688126188542,63.16530347301333
2019-06-07 00:00:00-04:00,13.666666984558105,14.055999755859375,13.566666603088379,13.633333206176758,240052500,0.0,0.0,,,,37.3150670383033,0.6006660461425781,82.24367633174406,77.75404166399274
2019-06-10 00:00:00-04:00,14.016667366027832,14.462667465209961,13.934000015258789,14.192000389099121,158775000,0.0,0.0,,,,43.858360601108046,1.4833335876464844,85.05446860232388,85.0556525176407
2019-06-11 00:00:00-04:00,14.609333038330078,14.726667404174805,14.233332633972168,14.473333358764648,174802500,0.0,0.0,,,,46.86621065425036,1.8933334350585938,85.64368877996088,84.31394457134293
2019-06-12 00:00:00-04:00,14.863332748413086,14.892000198364258,13.933333396911621,13.950667381286621,227962500,0.0,0.0,,,,42.328920351615515,1.2933340072631836,70.20406650395475,80.30074129541318
2019-06-13 00:00:00-04:00,14.025333404541016,14.326666831970215,13.833999633789062,14.260666847229004,122524500,0.0,0.0,,,,45.68751650736176,1.7126665115356445,57.950792208523275,71.26618249747963
2019-06-14 00:00:00-04:00,14.083333015441895,14.44333267211914,14.026666641235352,14.32800006866455,111501000,0.0,0.0,,,,46.41743826347788,1.9840002059936523,44.54173026881964,57.56552966043255
2019-06-17 00:00:00-04:00,14.36533260345459,15.133333206176758,14.284667015075684,15.001999855041504,184752000,0.0,0.0,,,,53.197869543887066,3.070667266845703,62.982777917403325,55.15843346491541
2019-06-18 00:00:00-04:00,15.248000144958496,15.649333000183105,14.837332725524902,14.982666969299316,190737000,0.0,0.0,,,,52.990733638627795,2.076000213623047,66.61999167099965,58.04816661907421
2019-06-19 00:00:00-04:00,15.007332801818848,15.184666633605957,14.737333297729492,15.095333099365234,98626500,0.0,0.0,,,,54.112082815728094,1.989333152770996,74.21676071719808,67.93984343520036
2019-06-20 00:00:00-04:00,14.866666793823242,15.126667022705078,14.423333168029785,14.641332626342773,177952500,0.0,0.0,,,,49.03609167909288,0.9113330841064453,56.87934242454974,65.90536493758249
2019-06-21 00:00:00-04:00,14.414667129516602,14.812000274658203,14.366666793823242,14.790666580200195,123031500,0.0,0.0,,,,50.675094891763386,1.1573333740234375,48.146943722471654,59.74768228807317
2019-06-24 00:00:00-04:00,14.88266658782959,15.057332992553711,14.73466682434082,14.909333229064941,86262000,0.0,0.0,,,,51.996229967738095,0.7173328399658203,39.088775277898975,48.038353808306795
2019-06-25 00:00:00-04:00,14.959333419799805,15.022666931152344,14.63266658782959,14.650667190551758,92731500,0.0,0.0,,,,48.920372963948104,0.17733383178710938,38.03506983027241,41.75692961021435
2019-06-26 00:00:00-04:00,14.687333106994629,15.148667335510254,14.539999961853027,14.618000030517578,127608000,0.0,0.0,0.14394099561450346,-0.030843141989119575,0.17478413760362305,48.52992732357375,0.667332649230957,36.38878299322506,37.837542700465484
2019-06-27 00:00:00-04:00,14.630000114440918,14.859999656677246,14.489999771118164,14.855999946594238,95095500,0.0,0.0,0.16676489910986803,0.008678466230677952,0.15808643287919008,51.563100859776114,0.5953330993652344,43.144396050736624,39.18941629141136
2019-06-28 00:00:00-04:00,14.732666969299316,15.011333465576172,14.720000267028809,14.897333145141602,102771000,0.0,0.0,0.1860436553039193,0.04415150404532622,0.14189215125859309,52.091138908067734,0.5693330764770508,52.185444533313586,43.90620785909175
2019-07-01 00:00:00-04:00,15.347332954406738,15.539999961853027,15.085332870483398,15.14466667175293,123201000,0.0,0.0,0.21875824811664302,0.07907285285958959,0.13968539525705342,55.23589826417689,0.14266681671142578,62.2552576934005,52.528366092483566
2019-07-02 00:00:00-04:00,15.259332656860352,15.276666641235352,14.814666748046875,14.970000267028809,138885000,0.0,0.0,0.22796286549201739,0.10885085538607515,0.11911201010594223,52.6095792724326,-0.012666702270507812,56.635189699795596,57.025297308836564
2019-07-03 00:00:00-04:00,15.959333419799805,16.10466766357422,15.633999824523926,15.65999984741211,213016500,0.0,0.0,0.28761929445780865,0.14460454320042185,0.1430147512573868,60.58283307586141,0.564666748046875,60.174755959862075,59.688401117686055
2019-07-05 00:00:00-04:00,15.637999534606934,15.696666717529297,15.386667251586914,15.539999961853027,105985500,0.0,0.0,0.3215083086803343,0.17998529629640433,0.14152301238392997,58.73212703529891,0.8986673355102539,59.13167540199891,58.647207020552194
2019-07-08 00:00:00-04:00,15.416000366210938,15.483332633972168,15.244000434875488,15.355999946594238,88207500,0.0,0.0,0.32971755440462935,0.20993174791804933,0.11978580648658002,55.91171605833929,0.565333366394043,57.88149520831751,59.0626421900595
2019-07-09 00:00:00-04:00,15.264666557312012,15.399999618530273,15.152000427246094,15.337332725524902,92862000,0.0,0.0,0.33090271157449,0.23412594064933748,0.09677677092515255,55.61989720694558,0.42799949645996094,47.233491125376325,54.74888724523092
2019-07-10 00:00:00-04:00,15.609999656677246,15.929332733154297,15.542667388916016,15.928000450134277,137185500,0.0,0.0,0.3751790752909461,0.2623365675776592,0.11284250771328685,62.32115541139266,1.2773332595825195,54.6453382565637,53.253441530085844
2019-07-11 00:00:00-04:00,15.87600040435791,16.100000381469727,15.720000267028809,15.90666675567627,112716000,0.0,0.0,0.40389115584945756,0.2906474852320189,0.11324367061743867,61.95726734240063,1.2886667251586914,67.19279578097819,56.35720838763941
2019-07-12 00:00:00-04:00,15.983332633972168,16.358667373657227,15.980667114257812,16.338666915893555,138007500,0.0,0.0,0.45624517868785475,0.32376702392318607,0.13247815476466868,66.25416508078222,1.4826669692993164,86.46805918081638,69.43539773945275
2019-07-15 00:00:00-04:00,16.53333282470703,16.961332321166992,16.323999404907227,16.899999618530273,165001500,0.0,0.0,0.5368425896269873,0.3663821370639463,0.170460452563041,70.85986823925478,2.002666473388672,91.51962072306732,81.7268252282873
2019-07-16 00:00:00-04:00,16.6200008392334,16.902000427246094,16.528667449951172,16.825332641601562,122235000,0.0,0.0,0.5879145049994943,0.4106886106510559,0.17722589434843838,69.50105407708185,1.6806659698486328,95.1220834129211,91.03658777226826
2019-07-17 00:00:00-04:00,17.044666290283203,17.220666885375977,16.889999389648438,16.99066734313965,146470500,0.0,0.0,0.6344173265109099,0.45543435382302666,0.1789829726878832,70.83471691893443,2.02066707611084,90.56575160626737,92.4024852474186
