Date,open,high,low,close,volume,dividends,stock splits,macd,macdsignal,macdhist,RSI,MOM,slowk,slowd
2020-01-02 00:00:00-05:00,28.299999237060547,28.71333312988281,28.11400032043457,28.68400001525879,142981500,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,81.57590742586716,5.548666000366211,83.9433737015275,79.53603792261514
2020-01-03 00:00:00-05:00,29.36666679382324,30.26666641235352,29.12800025939941,29.53400039672852,266677500,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,81.57590742586716,5.548666000366211,83.9433737015275,79.53603792261514
2020-01-06 00:00:00-05:00,29.36466789245605,30.10400009155273,29.333332061767575,30.1026668548584,151995000,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,81.57590742586716,5.548666000366211,83.9433737015275,79.53603792261514
2020-01-07 00:00:00-05:00,30.76000022888184,31.441999435424805,30.224000930786133,31.270666122436523,268231500,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,81.57590742586716,5.548666000366211,83.9433737015275,79.53603792261514
2020-01-08 00:00:00-05:00,31.57999992370605,33.232666015625,31.215333938598636,32.80933380126953,467164500,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,81.57590742586716,5.548666000366211,83.9433737015275,79.53603792261514
2020-01-09 00:00:00-05:00,33.13999938964844,33.25333404541016,31.524667739868164,32.089332580566406,426606000,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,81.57590742586716,5.548666000366211,83.9433737015275,79.53603792261514
2020-01-10 00:00:00-05:00,32.11933135986328,32.3293342590332,31.57999992370605,31.87666702270508,194392500,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,81.57590742586716,5.548666000366211,83.9433737015275,79.53603792261514
2020-01-13 00:00:00-05:00,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,397764000,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,81.57590742586716,5.548666000366211,83.9433737015275,79.53603792261514
2020-01-14 00:00:00-05:00,36.28400039672852,36.49399948120117,34.99333190917969,35.861331939697266,434943000,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,81.57590742586716,5.548666000366211,83.9433737015275,79.53603792261514
2020-01-15 00:00:00-05:00,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,260532000,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,81.57590742586716,5.548666000366211,82.72153078949076,81.73269659790061
2020-01-16 00:00:00-05:00,32.91666793823242,34.297332763671875,32.81133270263672,34.232666015625,326050500,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,81.57590742586716,5.548666000366211,67.73729239528804,78.13406562876877
2020-01-17 00:00:00-05:00,33.840667724609375,34.37799835205078,33.54399871826172,34.03333282470703,204436500,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,81.57590742586716,4.499332427978516,49.52824200327842,66.66235506268573
2020-01-21 00:00:00-05:00,35.349998474121094,36.571998596191406,35.227333068847656,36.47999954223633,267052500,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,81.57590742586716,6.37733268737793,61.64098119113898,59.63550519656848
2020-01-22 00:00:00-05:00,38.1259994506836,39.633331298828125,37.27333450317383,37.97066879272461,470535000,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,81.57590742586716,6.700002670288086,68.85635211563913,60.00852510335218
2020-01-23 00:00:00-05:00,37.61666870117188,38.79999923706055,37.040000915527344,38.14666748046875,294765000,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,81.57590742586716,5.337333679199219,83.79645765397308,71.43126365358373
2020-01-24 00:00:00-05:00,38.04199981689453,38.25733184814453,36.95066833496094,37.654666900634766,215304000,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,78.78983286706155,5.565334320068359,73.78059258645756,75.47780078535658
2020-01-27 00:00:00-05:00,36.13266754150391,37.62933349609375,35.95199966430664,37.20133209228516,204121500,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,76.20718683976689,5.324665069580078,63.50546299825792,73.69417107956284
2020-01-28 00:00:00-05:00,37.89933395385742,38.45399856567383,37.2053337097168,37.79333114624024,176827500,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,77.25565390321749,2.8026657104492188,54.10889156256112,63.79831571575885
2020-01-29 00:00:00-05:00,38.37933349609375,39.31999969482422,37.82866668701172,38.732666015625,267022500,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,78.8483651720187,2.8713340759277344,59.12732390627273,58.91389282236391
2020-01-30 00:00:00-05:00,42.16133117675781,43.391998291015625,41.20000076293945,42.72066879272461,435085500,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,83.97812138187265,8.154003143310547,74.51872876206731,62.58498141030037
2020-01-31 00:00:00-05:00,42.66666793823242,43.53333282470703,42.167999267578125,43.37133407592773,235789500,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,84.63295362341108,9.138668060302734,90.46709775851456,74.70438347561819
2020-02-03 00:00:00-05:00,44.91266632080078,52.40933227539063,44.90133285522461,52.0,705975000,0.0,0.0,6.884343686441895,6.353861768768472,0.5304819176734226,90.29672455193403,17.96666717529297,95.3825580970511,86.78946153921099
