date,open,high,low,close,volume,dividends,stock splits,date,macd,macdsignal,macdhist,RSI,MOM,slowk,slowd
2024-03-01 00:00:00+08:00,31.350000381469727,31.350000381469727,30.899999618530273,31.049999237060547,23200817,0.0,0.0,2024-03-01 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,48.52940763982113,-0.3000011444091797,43.33327729025504,30.77437500032706
2024-03-04 00:00:00+08:00,31.100000381469727,31.200000762939453,30.899999618530273,31.100000381469727,18915487,0.0,0.0,2024-03-04 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,48.52940763982113,-0.4499988555908203,61.11103811382275,47.609378011736915
2024-03-05 00:00:00+08:00,31.149999618530273,31.549999237060547,31.149999618530273,31.25,30311452,0.0,0.0,2024-03-05 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,48.52940763982113,-0.25,54.901884813042194,53.115400072373326
2024-03-06 00:00:00+08:00,31.200000762939453,31.25,31.0,31.049999237060547,21264418,0.0,0.0,2024-03-06 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,48.52940763982113,-0.35000038146972656,53.07185207129012,56.36159166605169
2024-03-07 00:00:00+08:00,31.25,31.5,31.149999618530273,31.25,33093099,0.0,0.0,2024-03-07 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,48.52940763982113,-0.20000076293945312,53.242839292688906,53.73885872567374
2024-03-08 00:00:00+08:00,31.549999237060547,32.150001525878906,31.350000381469727,32.04999923706055,99569007,0.0,0.0,2024-03-08 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,58.93499845914556,0.8499984741210938,62.34081274253746,56.21850136883882
2024-03-11 00:00:00+08:00,32.20000076293945,32.25,31.649999618530273,31.899999618530273,55481517,0.0,0.0,2024-03-11 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,56.62352073652974,1.1000003814697266,72.61534757304823,62.73299986942485
2024-03-12 00:00:00+08:00,32.0,32.650001525878906,32.0,32.650001525878906,90421766,0.0,0.0,2024-03-12 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,64.18689092977566,1.6000022888183594,87.99993286141505,74.3186977256669
2024-03-13 00:00:00+08:00,32.650001525878906,32.95000076293945,32.25,32.599998474121094,52707799,0.0,0.0,2024-03-13 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,63.393252083797,1.8999977111816406,84.18513674797323,81.60013906081217
2024-03-14 00:00:00+08:00,32.95000076293945,33.349998474121094,31.799999237060547,31.850000381469727,166468474,0.0,0.0,2024-03-14 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,52.839971536441766,0.39999961853027344,68.51848820112616,80.23451927017148
2024-03-15 00:00:00+08:00,31.799999237060547,31.799999237060547,31.100000381469727,31.350000381469727,75293462,0.0,0.0,2024-03-15 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,47.19879266974196,0.3000011444091797,38.88886171116773,63.864162220089035
2024-03-18 00:00:00+08:00,31.399999618530273,31.5,31.100000381469727,31.200000762939453,37938995,0.0,0.0,2024-03-18 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,45.625113883618454,0.10000038146972656,13.518536512759878,40.30862880835125
2024-03-19 00:00:00+08:00,31.149999618530273,31.5,31.100000381469727,31.399999618530273,35016750,0.0,0.0,2024-03-19 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,48.10936899458015,0.14999961853027344,9.629632141366576,20.679010121764723
2024-03-20 00:00:00+08:00,31.399999618530273,31.450000762939453,31.049999237060547,31.049999237060547,55499371,0.0,0.0,2024-03-20 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,44.29535963752964,0.0,5.92592529799168,9.691364650706038
2024-03-21 00:00:00+08:00,31.200000762939453,31.25,31.0,31.149999618530273,48349168,0.0,0.0,2024-03-21 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,45.621820915236064,-0.10000038146972656,10.694426975116636,8.749994804824958
2024-03-22 00:00:00+08:00,31.200000762939453,31.450000762939453,31.149999618530273,31.350000381469727,31837764,0.0,0.0,2024-03-22 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,48.27472000697164,-0.6999988555908203,29.58334883053149,15.401233701213263
2024-03-25 00:00:00+08:00,31.399999618530273,31.649999618530273,31.350000381469727,31.399999618530273,22127841,0.0,0.0,2024-03-25 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,48.945296365933174,-0.5,50.09616181928987,30.124645874979326
2024-03-26 00:00:00+08:00,31.399999618530273,31.399999618530273,30.899999618530273,30.950000762939453,46820496,0.0,0.0,2024-03-26 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,43.48163281782337,-1.7000007629394531,46.06844483825923,41.915985162693524
2024-03-27 00:00:00+08:00,31.0,31.75,30.950000762939453,31.700000762939453,48375572,0.0,0.0,2024-03-27 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,52.91542269106473,-0.8999977111816406,54.10766589237536,50.09075751664148
2024-03-28 00:00:00+08:00,31.799999237060547,32.04999923706055,31.549999237060547,31.600000381469727,40332250,0.0,0.0,2024-03-28 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,51.676860579047165,-0.25,53.88473682068212,51.3536158504389
2024-03-29 00:00:00+08:00,31.700000762939453,31.850000381469727,31.600000381469727,31.75,15152000,0.0,0.0,2024-03-29 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,53.43740066841679,0.39999961853027344,76.30016412498424,61.43085561268057
2024-04-01 00:00:00+08:00,32.04999923706055,32.599998474121094,32.04999923706055,32.349998474121094,64475338,0.0,0.0,2024-04-01 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,59.75368377197048,1.1499977111816406,73.35895355532593,67.84795150033075
2024-04-02 00:00:00+08:00,32.29999923706055,32.29999923706055,31.850000381469727,31.950000762939453,45360816,0.0,0.0,2024-04-02 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,54.45070463207341,0.5500011444091797,73.27111786380759,74.31007851470592
2024-04-03 00:00:00+08:00,31.75,31.850000381469727,31.399999618530273,31.399999618530273,42282711,0.0,0.0,2024-04-03 00:00:00+08:00,0.15506356259437126,0.16950194734917545,-0.01443838475480419,48.12618634139339,0.35000038146972656,48.63341747465305,65.08782963126218
2024-04-08 00:00:00+08:00,31.200000762939453,31.299999237060547,31.049999237060547,31.149999618530273,32636875,0.0,0.0,2024-04-08 00:00:00+08:00,0.100904053357457,0.15578236855083177,-0.05487831519337477,45.537078094348345,0.0,22.352595122145477,48.085710153535366
2024-04-09 00:00:00+08:00,31.149999618530273,32.0,31.149999618530273,31.850000381469727,60148133,0.0,0.0,2024-04-09 00:00:00+08:00,0.11316200238515961,0.14725829531769735,-0.03409629293253774,53.139001447665024,0.5,19.35488105111779,30.113631215972102
2024-04-10 00:00:00+08:00,31.75,31.950000762939453,31.600000381469727,31.700000762939453,32272005,0.0,0.0,2024-04-10 00:00:00+08:00,0.10951043159948881,0.13970872257405564,-0.030198290974566833,51.48077458405748,0.3000011444091797,36.688255074555286,26.13191041593951
2024-04-11 00:00:00+08:00,31.950000762939453,32.900001525878906,31.899999618530273,32.70000076293945,181923221,0.0,0.0,2024-04-11 00:00:00+08:00,0.1851736119628562,0.14880170045181576,0.03637191151104044,60.36139735007961,1.75,64.2674286194162,40.10352158169642
2024-04-12 00:00:00+08:00,32.599998474121094,32.650001525878906,32.04999923706055,32.29999923706055,69665950,0.0,0.0,2024-04-12 00:00:00+08:00,0.21043468725477865,0.16112829781240834,0.04930638944237031,55.95000181078377,0.5999984741210938,69.58558912260919,56.84709093886022
2024-04-15 00:00:00+08:00,31.899999618530273,32.0,31.399999618530273,31.700000762939453,59379525,0.0,0.0,2024-04-15 00:00:00+08:00,0.17996488577577452,0.16489561540508157,0.015069270370692944,50.042195466232585,0.10000038146972656,62.72841595547948,65.52714456583494
2024-04-16 00:00:00+08:00,31.700000762939453,31.700000762939453,30.950000762939453,31.0,89922313,0.0,0.0,2024-04-16 00:00:00+08:00,0.0982011355987531,0.15155671944381588,-0.05335558384506278,44.18089832316539,-0.75,33.85338299262336,55.389129356904
2024-04-17 00:00:00+08:00,31.100000381469727,31.25,30.950000762939453,31.0,47905250,0.0,0.0,2024-04-17 00:00:00+08:00,0.03302211610851202,0.12784979877675512,-0.0948276826682431,44.18089832316539,-1.3499984741210938,12.185575813514719,36.25579158720584
2024-04-18 00:00:00+08:00,31.149999618530273,31.950000762939453,31.149999618530273,31.5,65535496,0.0,0.0,2024-04-18 00:00:00+08:00,0.02146565222175667,0.10657296946575542,-0.08510731724399875,49.11789993843228,-0.4500007629394531,12.493668883239247,19.5108758964591
2024-04-19 00:00:00+08:00,31.600000381469727,31.899999618530273,30.850000381469727,31.100000381469727,76217467,0.0,0.0,2024-04-19 00:00:00+08:00,-0.019741981671668185,0.0813099792382707,-0.10105196090993888,45.640124745086396,-0.2999992370605469,18.885360619946763,14.521535105566903
2024-04-22 00:00:00+08:00,31.299999237060547,32.70000076293945,31.25,31.600000381469727,132109556,0.0,0.0,2024-04-22 00:00:00+08:00,-0.011916145187353067,0.06266475435314595,-0.07458089954049901,50.37051125274565,0.4500007629394531,31.544183868372894,20.974404457186296
2024-04-23 00:00:00+08:00,31.899999618530273,32.75,31.850000381469727,32.599998474121094,157609892,0.0,0.0,2024-04-23 00:00:00+08:00,0.0741229323288124,0.06495638994827924,0.00916654238053316,58.20417504092445,0.7499980926513672,51.46161703014322,33.96372050615429
2024-04-24 00:00:00+08:00,32.650001525878906,35.150001525878906,32.20000076293945,34.54999923706055,385789733,0.0,0.0,2024-04-24 00:00:00+08:00,0.29624337663062406,0.1112137872847482,0.18502958934587585,68.60928416568335,2.8499984741210938,72.89739185256254,51.96773091702621
2024-04-25 00:00:00+08:00,34.75,35.29999923706055,34.20000076293945,34.349998474121094,263264059,0.0,0.0,2024-04-25 00:00:00+08:00,0.4509388960442138,0.17915880903664133,0.27178008700757245,66.77317985325274,1.6499977111816406,85.60110204499523,69.98670364256698
2024-04-26 00:00:00+08:00,34.54999923706055,36.95000076293945,34.349998474121094,36.650001525878906,383447506,0.0,0.0,2024-04-26 00:00:00+08:00,0.7504762114395973,0.29342228951723254,0.45705392192236477,75.04431906027486,4.350002288818359,86.4783270220701,81.6589403065426
2024-04-29 00:00:00+08:00,37.5,37.79999923706055,36.0,36.25,244937624,0.0,0.0,2024-04-29 00:00:00+08:00,0.9446950552098556,0.42367684265575717,0.5210182125540985,71.70142763212712,4.549999237060547,82.44603553232939,84.84182153313157
2024-04-30 00:00:00+08:00,36.0,36.150001525878906,35.20000076293945,35.54999923706055,146053933,0.0,0.0,2024-04-30 00:00:00+08:00,1.0302545436818704,0.5449923828609798,0.4852621608208906,66.14821705855736,4.549999237060547,76.16928715407833,81.69788323615927
2024-05-02 00:00:00+08:00,35.849998474121094,37.599998474121094,35.54999923706055,37.0,241862731,0.0,0.0,2024-05-02 00:00:00+08:00,1.2012171149564708,0.6762373292800781,0.5249797856763927,71.13521380360109,6.0,70.51626493971408,76.37719587537391
2024-05-03 00:00:00+08:00,37.25,38.45000076293945,36.900001525878906,37.70000076293945,272997864,0.0,0.0,2024-05-03 00:00:00+08:00,1.3773135822014595,0.8164525798643544,0.5608610023371051,73.18869379646817,6.200000762939453,73.10217815339969,73.26257674906401
2024-05-06 00:00:00+08:00,38.150001525878906,38.5,37.29999923706055,37.349998474121094,153310477,0.0,0.0,2024-05-06 00:00:00+08:00,1.4716646080608697,0.9474949855036574,0.5241696225572123,70.4884849162683,6.249998092651367,74.87885923085351,72.83243410798906
2024-05-07 00:00:00+08:00,37.150001525878906,37.70000076293945,36.400001525878906,36.849998474121094,127882752,0.0,0.0,2024-05-07 00:00:00+08:00,1.488929205437202,1.0557818294903663,0.43314737594683583,66.70249669765606,5.249998092651367,65.61957678085467,71.2002047217026
2024-05-08 00:00:00+08:00,37.099998474121094,37.349998474121094,36.400001525878906,37.25,128407345,0.0,0.0,2024-05-08 00:00:00+08:00,1.5173966988313694,1.1481048033585668,0.3692918954728026,68.17516056251357,4.650001525878906,57.59284422007602,66.03042674392805
2024-05-09 00:00:00+08:00,37.25,37.25,35.79999923706055,35.900001525878906,144701370,0.0,0.0,2024-05-09 00:00:00+08:00,1.4147158344800346,1.2014270095828603,0.21328882489717427,58.73376648695151,1.3500022888183594,37.110286410802374,53.44090247057767
2024-05-10 00:00:00+08:00,36.0,37.79999923706055,36.0,37.599998474121094,235947817,0.0,0.0,2024-05-10 00:00:00+08:00,1.4537580382300135,1.251893215312291,0.20186482291772245,65.25844042809172,3.25,42.66584553417197,45.78965872168343
